MMSI,# Timestamp,Latitude,Longitude,Navigational status,SOG,COG,Ship type,Width,Length,ts
219026516,05/09/2026 12:02:25,55.210937,11.198292,Unknown value,0.0,,Pleasure,4.0,15.0,2026-09-05 12:02:25
219026609,05/09/2026 12:00:22,55.097075,10.232383,Unknown value,0.0,,Pleasure,3.0,10.0,2026-09-05 12:00:22
219026657,05/09/2026 12:01:17,55.913102,11.671383,Unknown value,0.0,,Pleasure,4.0,14.0,2026-09-05 12:01:17
219026722,05/09/2026 12:00:28,56.172523,10.30603,Unknown value,31.0,201.4,Undefined,,,2026-09-05 12:00:28
219026739,05/09/2026 12:00:13,56.247402,10.381272,Unknown value,6.0,325.6,Sailing,4.0,11.0,2026-09-05 12:00:13
219026845,05/09/2026 12:01:29,55.567832,10.080542,Unknown value,0.0,41.1,Pleasure,4.0,14.0,2026-09-05 12:01:29
219026897,05/09/2026 12:01:30,55.611807,12.394493,Unknown value,0.3,227.2,Pleasure,4.0,13.0,2026-09-05 12:01:30
219026899,05/09/2026 12:02:18,55.178213,11.654977,Unknown value,0.6,,Pleasure,3.0,9.0,2026-09-05 12:02:18
219026902,05/09/2026 12:00:00,55.252218,11.288773,Unknown value,0.1,,Pleasure,4.0,10.0,2026-09-05 12:00:00
219026996,05/09/2026 12:00:01,55.715273,12.587692,Unknown value,0.0,,Sailing,4.0,11.0,2026-09-05 12:00:01
219027066,05/09/2026 12:01:48,54.938177,10.70527,Unknown value,0.1,,Pleasure,,,2026-09-05 12:01:48
219027205,05/09/2026 12:00:01,55.039393,12.193898,Unknown value,0.0,273.3,Sailing,4.0,10.0,2026-09-05 12:00:01
219027249,05/09/2026 12:00:50,55.636353,12.655335,Unknown value,0.0,71.9,Pleasure,4.0,20.0,2026-09-05 12:00:50
219027290,05/09/2026 12:02:48,56.404822,10.92384,Unknown value,0.0,148.0,Pleasure,3.0,8.0,2026-09-05 12:02:48
219027310,05/09/2026 12:02:20,56.149802,10.214805,Moored,0.0,286.5,Cargo,10.0,52.0,2026-09-05 12:02:20
219027399,05/09/2026 12:00:07,56.128067,12.309483,Engaged in fishing,0.0,359.2,Fishing,5.0,14.0,2026-09-05 12:00:07
219027402,05/09/2026 12:00:21,55.410895,10.376163,Unknown value,0.0,,Sailing,3.0,9.0,2026-09-05 12:00:21
219027541,05/09/2026 12:02:34,55.836253,12.054403,Unknown value,0.0,,Pleasure,5.0,14.0,2026-09-05 12:02:34
219027590,05/09/2026 12:01:22,56.19572,10.670703,Unknown value,0.0,,Pleasure,4.0,10.0,2026-09-05 12:01:22
219027620,05/09/2026 12:00:01,54.994275,12.16514,Unknown value,0.0,171.1,Sailing,3.0,10.0,2026-09-05 12:00:01
219027645,05/09/2026 12:01:02,55.176343,11.642093,Unknown value,0.0,,Sailing,5.0,15.0,2026-09-05 12:01:02
219027755,05/09/2026 12:02:18,54.831743,11.094462,Unknown value,0.1,118.3,Sailing,4.0,12.0,2026-09-05 12:02:18
219027831,05/09/2026 12:00:44,55.309705,10.791987,Unknown value,0.1,,Sailing,3.0,10.0,2026-09-05 12:00:44
219027868,05/09/2026 12:00:17,55.688908,12.618225,Unknown value,0.0,,Pleasure,4.0,10.0,2026-09-05 12:00:17
219027899,05/09/2026 12:02:19,55.710788,12.598642,Moored,0.0,147.4,Tug,12.0,23.0,2026-09-05 12:02:19
219027923,05/09/2026 12:00:06,55.83194,10.833423,Under way using engine,12.2,31.3,Tanker,32.0,183.0,2026-09-05 12:00:06
219027936,05/09/2026 12:08:08,56.40479,10.923773,Unknown value,0.0,24.5,Pleasure,4.0,12.0,2026-09-05 12:08:08
219028055,05/09/2026 12:01:18,55.03458,10.644932,Unknown value,0.1,244.8,Pleasure,4.0,15.0,2026-09-05 12:01:18
219028116,05/09/2026 12:00:01,54.813427,12.903132,Under way using engine,20.6,254.5,Passenger,32.0,230.0,2026-09-05 12:00:01
219028144,05/09/2026 12:02:35,55.327863,11.131175,Unknown value,0.0,63.5,Sailing,4.0,11.0,2026-09-05 12:02:35
219028267,05/09/2026 12:01:21,55.296037,10.812827,Moored,0.0,357.9,Other,10.0,16.0,2026-09-05 12:01:21
219028268,05/09/2026 12:00:20,56.151023,10.216658,Moored,0.0,250.1,Dredging,12.0,55.0,2026-09-05 12:00:20
219028328,05/09/2026 12:04:23,54.760065,11.861312,Unknown value,0.2,,Sailing,4.0,12.0,2026-09-05 12:04:23
219028353,05/09/2026 12:02:49,55.097325,10.233598,Unknown value,0.1,85.8,Pleasure,3.0,8.0,2026-09-05 12:02:49
219028360,05/09/2026 12:00:27,55.712262,12.589135,Unknown value,0.1,,Sailing,4.0,12.0,2026-09-05 12:00:27
219028371,05/09/2026 12:00:02,55.826882,12.059492,Unknown value,0.0,207.0,Pleasure,4.0,12.0,2026-09-05 12:00:02
219028394,05/09/2026 12:00:06,56.094907,12.457892,Restricted maneuverability,0.0,290.7,Dredging,8.0,30.0,2026-09-05 12:00:06
219028396,05/09/2026 12:01:41,55.040745,10.66174,Unknown value,0.1,149.4,Sailing,4.0,12.0,2026-09-05 12:01:41
219028502,05/09/2026 12:00:07,55.03943,10.746718,Unknown value,6.9,199.7,Sailing,3.0,10.0,2026-09-05 12:00:07
219028503,05/09/2026 12:05:50,55.711475,12.589848,Unknown value,0.0,,Pleasure,4.0,12.0,2026-09-05 12:05:50
219028526,05/09/2026 12:00:34,55.12441,12.041493,Unknown value,0.0,,Pleasure,4.0,11.0,2026-09-05 12:00:34
219028549,05/09/2026 12:05:22,55.452305,10.666425,Unknown value,0.0,,Sailing,4.0,11.0,2026-09-05 12:05:22
219028616,05/09/2026 12:02:23,55.910468,10.25316,Unknown value,0.0,253.6,Sailing,4.0,12.0,2026-09-05 12:02:23
219028636,05/09/2026 12:01:21,55.773373,12.609398,Unknown value,8.0,185.2,Pleasure,4.0,11.0,2026-09-05 12:01:21
219028641,05/09/2026 12:00:58,55.451547,10.667303,Unknown value,0.0,,Undefined,2.0,6.0,2026-09-05 12:00:58
219028771,05/09/2026 12:00:13,54.871025,11.745905,Unknown value,0.0,,Pleasure,,,2026-09-05 12:00:13
219028774,05/09/2026 12:01:29,55.679117,12.069417,Unknown value,0.1,0.0,Sailing,5.0,14.0,2026-09-05 12:01:29
219028783,05/09/2026 12:00:20,56.195392,10.668677,Unknown value,0.1,,Pleasure,5.0,16.0,2026-09-05 12:00:20
219028826,05/09/2026 12:01:05,55.745,12.096667,Unknown value,0.0,,Pleasure,,,2026-09-05 12:01:05
219028973,05/09/2026 12:01:19,54.656942,11.348968,Moored,0.0,294.2,HSC,8.0,19.0,2026-09-05 12:01:19
219028998,05/09/2026 12:01:29,54.893403,10.410443,Unknown value,0.0,,Pleasure,3.0,7.0,2026-09-05 12:01:29
219029007,05/09/2026 12:02:09,55.040557,10.660667,Unknown value,0.2,,Sailing,3.0,9.0,2026-09-05 12:02:09
219029042,05/09/2026 12:05:44,56.094717,12.457555,Unknown value,0.1,,Sailing,4.0,13.0,2026-09-05 12:05:44
219029112,05/09/2026 12:02:04,55.963812,11.846023,Unknown value,0.2,,Sailing,6.0,20.0,2026-09-05 12:02:04
219029177,05/09/2026 12:05:17,55.909995,10.253637,Unknown value,0.1,,Pleasure,4.0,18.0,2026-09-05 12:05:17
219029210,05/09/2026 12:00:09,55.720447,12.597945,Unknown value,0.1,,Sailing,7.0,12.0,2026-09-05 12:00:09
219029216,05/09/2026 12:00:55,55.949203,10.452772,Unknown value,0.1,325.0,Pleasure,,11.0,2026-09-05 12:00:55
219029251,05/09/2026 12:02:34,54.811442,11.620598,Unknown value,0.0,,Sailing,,,2026-09-05 12:02:34
219029287,05/09/2026 12:04:38,54.816325,11.015927,Unknown value,0.0,,Pleasure,3.0,18.0,2026-09-05 12:04:38
219029338,05/09/2026 12:00:33,55.909468,10.25344,Unknown value,0.0,,Pleasure,6.0,15.0,2026-09-05 12:00:33
219029348,05/09/2026 12:00:18,55.726392,12.588477,Moored,0.0,,Pleasure,6.0,23.0,2026-09-05 12:00:18
219029349,05/09/2026 12:08:51,55.328253,11.12925,Unknown value,0.0,260.2,Sailing,4.0,14.0,2026-09-05 12:08:51
219029386,05/09/2026 12:01:42,55.915243,11.669443,Unknown value,0.0,,Pleasure,4.0,15.0,2026-09-05 12:01:42
219029389,05/09/2026 12:04:10,55.470273,12.200895,Unknown value,0.0,254.8,Pleasure,4.0,12.0,2026-09-05 12:04:10
219029392,05/09/2026 12:00:50,56.094377,12.457482,Unknown value,0.1,,Sailing,4.0,12.0,2026-09-05 12:00:50
219029420,05/09/2026 12:00:26,54.802057,11.635795,Unknown value,0.6,,Sailing,4.0,16.0,2026-09-05 12:00:26
219029440,05/09/2026 12:04:24,55.45475,12.187907,Unknown value,0.0,,Pleasure,4.0,13.0,2026-09-05 12:04:24
219029444,05/09/2026 12:05:54,55.963365,11.997763,Unknown value,0.0,,Pleasure,5.0,14.0,2026-09-05 12:05:54
219029468,05/09/2026 12:00:50,55.714807,10.01742,Unknown value,0.1,,Sailing,3.0,11.0,2026-09-05 12:00:50
219029472,05/09/2026 12:02:11,56.050232,12.684485,Unknown value,0.1,,Pleasure,4.0,15.0,2026-09-05 12:02:11
219029572,05/09/2026 12:09:13,55.177773,11.655217,Unknown value,0.0,,Pleasure,3.0,10.0,2026-09-05 12:09:13
219029577,05/09/2026 12:00:08,54.750907,10.670665,Under way using engine,0.0,0.0,Pilot,4.0,10.0,2026-09-05 12:00:08
219029601,05/09/2026 12:01:01,56.126285,12.311308,Moored,0.0,213.5,Pleasure,4.0,16.0,2026-09-05 12:01:01
219029638,05/09/2026 12:00:13,56.043477,12.621323,Unknown value,3.8,229.7,Sailing,,,2026-09-05 12:00:13
219029654,05/09/2026 12:01:31,56.125912,12.312582,Unknown value,0.1,,Sailing,4.0,10.0,2026-09-05 12:01:31
219029703,05/09/2026 12:00:02,54.770752,11.868667,Unknown value,0.4,24.3,SAR,2.0,6.0,2026-09-05 12:00:02
219029706,05/09/2026 12:00:03,56.409035,10.925083,Unknown value,0.1,20.5,SAR,2.0,6.0,2026-09-05 12:00:03
219029707,05/09/2026 12:00:14,54.95358,12.466293,Under way using engine,0.0,300.7,Undefined,,,2026-09-05 12:00:14
219029751,05/09/2026 12:00:09,56.154123,10.217713,Under way using engine,0.0,203.2,Tug,12.0,30.0,2026-09-05 12:00:09
219029753,05/09/2026 12:03:06,55.611353,12.395065,Unknown value,0.1,,Pleasure,4.0,12.0,2026-09-05 12:03:06
219029763,05/09/2026 12:00:09,55.826668,12.60607,Unknown value,7.0,163.8,Sailing,4.0,11.0,2026-09-05 12:00:09
219029789,05/09/2026 12:02:26,55.178038,11.65325,Unknown value,0.0,,Pleasure,4.0,13.0,2026-09-05 12:02:26
219029805,05/09/2026 12:00:15,56.043787,12.618028,Unknown value,0.1,,Pleasure,,9.0,2026-09-05 12:00:15
219029906,05/09/2026 12:02:42,55.651037,12.077852,Unknown value,0.0,,Pleasure,5.0,14.0,2026-09-05 12:02:42
219029909,05/09/2026 12:02:42,55.965003,11.998875,Unknown value,0.0,109.1,Sailing,,,2026-09-05 12:02:42
219029960,05/09/2026 12:06:23,55.25338,12.376768,Unknown value,0.1,,Pleasure,4.0,12.0,2026-09-05 12:06:23
219030011,05/09/2026 12:01:02,55.592808,12.143258,Unknown value,0.3,,Pleasure,3.0,6.0,2026-09-05 12:01:02
219030104,05/09/2026 12:06:39,55.761125,12.093917,Unknown value,0.3,,Pleasure,4.0,8.0,2026-09-05 12:06:39
219030227,05/09/2026 12:01:15,55.454282,10.667288,Unknown value,0.0,,Pleasure,,,2026-09-05 12:01:15
219030294,05/09/2026 12:00:21,55.67578,12.596262,Unknown value,0.6,71.8,Pleasure,5.0,11.0,2026-09-05 12:00:21
219030295,05/09/2026 12:01:07,55.679493,12.06893,Unknown value,0.1,,Pleasure,4.0,12.0,2026-09-05 12:01:07
219030311,05/09/2026 12:00:57,54.942487,10.260997,Unknown value,0.0,,Pleasure,4.0,,2026-09-05 12:00:57
219030342,05/09/2026 12:00:00,55.06119,10.61438,Unknown value,0.1,,Pleasure,,,2026-09-05 12:00:00
219030348,05/09/2026 12:01:58,56.127318,12.31188,Unknown value,0.1,,Pleasure,4.0,14.0,2026-09-05 12:01:58
219030517,05/09/2026 12:00:20,55.685213,12.598368,Unknown value,8.4,202.6,Pleasure,2.0,10.0,2026-09-05 12:00:20
219030561,05/09/2026 12:05:04,55.607762,12.384513,Unknown value,0.0,,Pleasure,4.0,13.0,2026-09-05 12:05:04
219030581,05/09/2026 12:00:17,54.941968,10.711238,Unknown value,0.1,,Pleasure,3.0,11.0,2026-09-05 12:00:17
219030590,05/09/2026 12:00:14,56.404462,10.924178,Unknown value,0.3,37.0,Pleasure,3.0,9.0,2026-09-05 12:00:14
219030604,05/09/2026 12:00:55,56.244083,10.361633,Unknown value,6.5,291.4,Pleasure,4.0,11.0,2026-09-05 12:00:55
219030650,05/09/2026 12:05:19,55.608712,12.38777,Unknown value,0.0,,Pleasure,4.0,12.0,2026-09-05 12:05:19
219030656,05/09/2026 12:00:06,54.572568,11.929208,Under way using engine,0.0,18.9,Pilot,4.0,15.0,2026-09-05 12:00:06
219030681,05/09/2026 12:01:50,55.004162,11.914253,Unknown value,0.0,,Pleasure,3.0,8.0,2026-09-05 12:01:50
219030728,05/09/2026 12:00:13,54.943123,11.881377,Unknown value,0.0,,Pleasure,4.0,8.0,2026-09-05 12:00:13
219030868,05/09/2026 12:03:17,55.67979,12.070392,Unknown value,0.1,,Pleasure,4.0,11.0,2026-09-05 12:03:17
219031080,05/09/2026 12:04:39,55.125032,12.041187,Unknown value,0.0,,Pleasure,4.0,11.0,2026-09-05 12:04:39
219031082,05/09/2026 12:01:40,55.910963,10.642065,Unknown value,0.2,0.0,Sailing,3.0,13.0,2026-09-05 12:01:40
219031178,05/09/2026 12:00:03,55.71738,10.00805,Unknown value,0.1,356.8,Sailing,,,2026-09-05 12:00:03
219031226,05/09/2026 12:02:22,55.688073,12.619207,Unknown value,0.0,,Pleasure,4.0,12.0,2026-09-05 12:02:22
219031274,05/09/2026 12:00:36,54.640075,11.376038,Moored,0.0,231.3,Undefined,5.0,20.0,2026-09-05 12:00:36
219031279,05/09/2026 12:00:40,55.684703,12.608845,Moored,0.0,0.0,Military,50.0,110.0,2026-09-05 12:00:40
219031332,05/09/2026 12:00:01,55.972203,11.369395,Unknown value,0.0,264.9,Sailing,4.0,9.0,2026-09-05 12:00:01
219031439,05/09/2026 12:01:58,55.849762,12.573218,Unknown value,0.0,,Sailing,4.0,11.0,2026-09-05 12:01:58
219031490,05/09/2026 12:00:19,56.404458,10.924448,Unknown value,0.0,88.0,Pleasure,3.0,100.0,2026-09-05 12:00:19
219031526,05/09/2026 12:03:49,55.252925,11.288822,Unknown value,0.0,160.7,Pleasure,4.0,10.0,2026-09-05 12:03:49
219031570,05/09/2026 12:01:53,54.99497,11.889045,Unknown value,0.0,,Pleasure,4.0,10.0,2026-09-05 12:01:53
219031622,05/09/2026 12:00:33,55.726832,12.584362,Unknown value,0.1,,Sailing,4.0,12.0,2026-09-05 12:00:33
219031632,05/09/2026 12:00:12,55.689538,11.96809,Unknown value,5.8,309.0,Law enforcement,3.0,7.0,2026-09-05 12:00:12
219031651,05/09/2026 12:03:57,55.469242,12.198762,Unknown value,0.0,,Sailing,7.0,13.0,2026-09-05 12:03:57
219031655,05/09/2026 12:00:51,55.725947,12.585418,Unknown value,0.0,,Pleasure,4.0,16.0,2026-09-05 12:00:51
219031658,05/09/2026 12:00:14,55.715998,12.588067,Unknown value,0.0,,Pleasure,4.0,12.0,2026-09-05 12:00:14
219031661,05/09/2026 12:00:04,54.851245,10.523307,Unknown value,0.0,,Pleasure,3.0,8.0,2026-09-05 12:00:04
219031731,05/09/2026 12:00:51,55.331743,11.126062,Moored,0.1,61.2,SAR,6.0,20.0,2026-09-05 12:00:51
219031752,05/09/2026 12:02:27,54.851268,10.523455,Unknown value,0.1,,Pleasure,4.0,11.0,2026-09-05 12:02:27
219031860,05/09/2026 12:07:55,55.883383,12.547737,Unknown value,0.0,,Pleasure,5.0,13.0,2026-09-05 12:07:55
219031879,05/09/2026 12:00:41,54.932943,10.83247,Unknown value,0.1,,Pleasure,4.0,8.0,2026-09-05 12:00:41
219031886,05/09/2026 12:00:21,54.93818,10.705182,Unknown value,0.1,,Pleasure,4.0,13.0,2026-09-05 12:00:21
219031896,05/09/2026 12:01:01,55.689027,12.599032,Moored,0.0,329.9,Passenger,6.0,17.0,2026-09-05 12:01:01
219032031,05/09/2026 12:01:13,56.128032,12.311755,Unknown value,0.0,6.3,Pleasure,4.0,13.0,2026-09-05 12:01:13
219032032,05/09/2026 12:01:04,55.726165,12.587948,Unknown value,0.0,,Pleasure,4.0,17.0,2026-09-05 12:01:04
219032117,05/09/2026 12:02:01,55.964277,12.000255,Unknown value,0.1,,Pleasure,4.0,13.0,2026-09-05 12:02:01
219032173,05/09/2026 12:00:00,54.89208,12.047762,Unknown value,0.4,163.6,Tug,4.0,11.0,2026-09-05 12:00:00
219032188,05/09/2026 12:04:08,55.96417,11.843205,Unknown value,0.1,,Undefined,,,2026-09-05 12:04:08
219032236,05/09/2026 12:02:51,55.795522,12.057498,Unknown value,0.1,,Pleasure,,,2026-09-05 12:02:51
219032246,05/09/2026 12:00:05,56.244522,10.339448,Unknown value,0.1,,Pleasure,3.0,9.0,2026-09-05 12:00:05
219032257,05/09/2026 12:04:15,55.65291,12.076298,Unknown value,0.0,,Pleasure,4.0,12.0,2026-09-05 12:04:15
219032359,05/09/2026 12:00:26,55.76169,12.602927,Unknown value,0.0,348.6,Pleasure,,,2026-09-05 12:00:26
219032394,05/09/2026 12:01:33,55.836147,12.054362,Unknown value,0.0,,Pleasure,4.0,12.0,2026-09-05 12:01:33
219032441,05/09/2026 12:03:46,55.726732,12.587382,Unknown value,0.0,211.7,Pleasure,4.0,17.0,2026-09-05 12:03:46
219032484,05/09/2026 12:00:14,55.679437,12.070292,Unknown value,0.0,,Pleasure,4.0,14.0,2026-09-05 12:00:14
219032532,05/09/2026 12:00:12,55.726567,12.585878,Unknown value,0.0,,Pleasure,4.0,12.0,2026-09-05 12:00:12
219032602,05/09/2026 12:04:44,56.0429,12.614517,Unknown value,0.0,181.2,Undefined,,,2026-09-05 12:04:44
219032650,05/09/2026 12:00:47,55.469615,12.195358,Unknown value,0.0,,Pleasure,4.0,9.0,2026-09-05 12:00:47
219032700,05/09/2026 12:02:37,55.688892,12.617912,Unknown value,0.0,177.1,Sailing,,,2026-09-05 12:02:37
219032748,05/09/2026 12:00:21,55.128603,10.894905,Unknown value,6.4,25.8,Sailing,6.0,11.0,2026-09-05 12:00:21
219032764,05/09/2026 12:01:19,55.493328,11.175178,Unknown value,0.0,,Sailing,4.0,11.0,2026-09-05 12:01:19
219032788,05/09/2026 12:01:52,54.639035,11.37334,Unknown value,0.1,,Towing,4.0,9.0,2026-09-05 12:01:52
219032811,05/09/2026 12:01:53,55.963595,11.843333,Unknown value,0.0,,Sailing,7.0,13.0,2026-09-05 12:01:53
219032839,05/09/2026 12:00:01,55.092772,10.239112,Unknown value,0.0,296.8,Pleasure,6.0,25.0,2026-09-05 12:00:01
219032840,05/09/2026 12:01:00,55.716595,12.591685,Unknown value,0.0,,Sailing,4.0,14.0,2026-09-05 12:01:00
219032946,05/09/2026 12:00:28,55.039492,12.193952,Unknown value,0.0,157.7,Pleasure,,,2026-09-05 12:00:28
219032974,05/09/2026 12:00:02,56.276185,10.494993,Unknown value,0.0,138.1,Pleasure,4.0,12.0,2026-09-05 12:00:02
219032995,05/09/2026 12:02:17,55.335607,11.137018,Moored,0.0,17.6,Other,21.0,77.0,2026-09-05 12:02:17
219033013,05/09/2026 12:00:00,54.572048,11.928802,Under way using engine,0.0,43.2,Pilot,4.0,15.0,2026-09-05 12:00:00
219033077,05/09/2026 12:02:15,54.639965,11.377708,Moored,0.0,317.7,Undefined,100.0,21.0,2026-09-05 12:02:15
219033078,05/09/2026 12:01:00,54.639377,11.379812,Moored,0.1,136.1,Other,100.0,21.0,2026-09-05 12:01:00
219033157,05/09/2026 12:05:15,55.213213,12.159667,Unknown value,0.0,134.4,Sailing,4.0,11.0,2026-09-05 12:05:15
219033180,05/09/2026 12:00:03,55.6832,12.598467,Unknown value,5.2,17.8,Pleasure,4.0,12.0,2026-09-05 12:00:03
219033214,05/09/2026 12:02:58,55.909953,10.25365,Unknown value,0.1,,Pleasure,,,2026-09-05 12:02:58
219033221,05/09/2026 12:02:48,54.655722,11.349422,Moored,0.0,175.4,Other,8.0,28.0,2026-09-05 12:02:48
219033273,05/09/2026 12:00:52,55.71635,11.980708,Unknown value,0.2,197.2,Pleasure,,,2026-09-05 12:00:52
219033285,05/09/2026 12:00:22,55.826805,12.05915,Unknown value,0.0,184.7,Pleasure,4.0,11.0,2026-09-05 12:00:22
219033322,05/09/2026 12:01:08,56.252078,10.395515,Unknown value,5.2,314.6,Pleasure,4.0,13.0,2026-09-05 12:01:08
219033476,05/09/2026 12:03:20,56.2427,10.342567,Unknown value,0.0,256.6,Pleasure,4.0,18.0,2026-09-05 12:03:20
219033514,05/09/2026 12:01:58,55.950783,10.4841,Unknown value,6.4,203.1,Undefined,,,2026-09-05 12:01:58
219033606,05/09/2026 12:01:59,56.166833,10.222032,Unknown value,0.0,,Sailing,4.0,11.0,2026-09-05 12:01:59
219033620,05/09/2026 12:00:15,55.148147,10.80286,Unknown value,6.4,26.1,Sailing,4.0,13.0,2026-09-05 12:00:15
219033708,05/09/2026 12:00:09,55.493457,11.175177,Unknown value,0.1,,Pleasure,,,2026-09-05 12:00:09
219033717,05/09/2026 12:00:22,56.211278,10.330075,Unknown value,6.0,200.4,Sailing,4.0,13.0,2026-09-05 12:00:22
219033720,05/09/2026 12:00:11,55.298102,10.811007,Under way using engine,0.0,339.8,Tug,12.0,30.0,2026-09-05 12:00:11
219033803,05/09/2026 12:01:02,55.725803,12.58388,Unknown value,0.0,,Sailing,4.0,12.0,2026-09-05 12:01:02
219033808,05/09/2026 12:00:08,55.808033,10.64553,Unknown value,0.0,261.1,Passenger,17.0,117.0,2026-09-05 12:00:08
219033874,05/09/2026 12:01:37,55.590255,12.678772,Unknown value,0.0,,Pleasure,3.0,11.0,2026-09-05 12:01:37
219033884,05/09/2026 12:04:11,55.675848,12.59601,Unknown value,0.1,312.7,Sailing,,,2026-09-05 12:04:11
219033890,05/09/2026 12:04:27,55.688812,12.618262,Unknown value,0.2,,Sailing,4.0,11.0,2026-09-05 12:04:27
219033940,05/09/2026 12:01:42,56.126115,12.309788,Unknown value,0.0,,Pleasure,4.0,10.0,2026-09-05 12:01:42
219033951,05/09/2026 12:00:29,55.469682,12.197118,Unknown value,0.1,,Pleasure,3.0,10.0,2026-09-05 12:00:29
219033954,05/09/2026 12:00:31,55.816852,10.646825,Unknown value,4.8,297.7,Pleasure,4.0,12.0,2026-09-05 12:00:31
219033959,05/09/2026 12:04:03,56.21054,10.289815,Unknown value,0.0,,Pleasure,3.0,9.0,2026-09-05 12:04:03
219034013,05/09/2026 12:01:46,55.468768,12.19778,Unknown value,0.0,,Pleasure,4.0,12.0,2026-09-05 12:01:46
219034045,05/09/2026 12:04:14,54.58039,11.923018,Unknown value,0.0,,Pleasure,4.0,11.0,2026-09-05 12:04:14
219034128,05/09/2026 12:03:55,56.17121,10.226195,Unknown value,0.2,94.3,Sailing,4.0,12.0,2026-09-05 12:03:55
219034211,05/09/2026 12:01:34,56.190245,10.667688,Unknown value,0.0,341.3,Sailing,4.0,10.0,2026-09-05 12:01:34
219034220,05/09/2026 12:00:00,56.125635,12.312458,Unknown value,0.0,0.0,Pleasure,4.0,12.0,2026-09-05 12:00:00
219034332,05/09/2026 12:00:04,54.503093,11.228478,Under way using engine,0.0,166.6,Passenger,26.0,148.0,2026-09-05 12:00:04
219034370,05/09/2026 12:01:28,54.754023,11.790067,Unknown value,0.0,206.9,Pleasure,3.0,7.0,2026-09-05 12:01:28
219034400,05/09/2026 12:05:58,55.307625,10.78786,Unknown value,0.0,,Pleasure,4.0,13.0,2026-09-05 12:05:58
219034406,05/09/2026 12:01:48,55.568852,10.078553,Unknown value,0.0,176.1,Pleasure,6.0,20.0,2026-09-05 12:01:48
219034447,05/09/2026 12:02:07,55.912637,11.671313,Unknown value,0.1,,Pleasure,2.0,10.0,2026-09-05 12:02:07
219034454,05/09/2026 12:01:29,54.75201,10.67414,Unknown value,0.1,,Pleasure,,,2026-09-05 12:01:29
219034561,05/09/2026 12:00:43,54.771507,11.860628,Unknown value,0.0,,Pleasure,3.0,13.0,2026-09-05 12:00:43
219034643,05/09/2026 12:01:39,54.832267,11.093527,Unknown value,0.1,,Pleasure,4.0,11.0,2026-09-05 12:01:39
219034656,05/09/2026 12:03:00,54.772098,11.860292,Unknown value,0.0,,Pleasure,4.0,13.0,2026-09-05 12:03:00
219034742,05/09/2026 12:02:22,55.567697,10.081218,Unknown value,0.1,,Pleasure,,15.0,2026-09-05 12:02:22
219034782,05/09/2026 12:00:11,55.89629,11.835738,Unknown value,2.7,231.1,Sailing,4.0,10.0,2026-09-05 12:00:11
219034790,05/09/2026 12:00:04,54.93324,10.833497,Under way using engine,0.0,33.0,Pilot,4.0,12.0,2026-09-05 12:00:04
219034823,05/09/2026 12:02:36,56.167977,10.221347,Unknown value,0.0,81.1,Sailing,4.0,11.0,2026-09-05 12:02:36
219034839,05/09/2026 12:01:49,55.716062,10.013875,Unknown value,0.2,34.3,Pleasure,,,2026-09-05 12:01:49
219034873,05/09/2026 12:00:39,54.83225,11.09353,Unknown value,0.0,330.1,Pleasure,4.0,14.0,2026-09-05 12:00:39
219034912,05/09/2026 12:00:48,55.909493,10.254132,Unknown value,0.2,,Sailing,5.0,15.0,2026-09-05 12:00:48
219035045,05/09/2026 12:01:36,55.78727,12.595878,Unknown value,0.1,,Sailing,3.0,11.0,2026-09-05 12:01:36
219035052,05/09/2026 12:01:11,55.718487,12.604005,Unknown value,0.0,124.3,Pleasure,3.0,7.0,2026-09-05 12:01:11
219035095,05/09/2026 12:00:46,54.984142,12.280272,Unknown value,0.0,,Tug,,10.0,2026-09-05 12:00:46
219035105,05/09/2026 12:01:21,55.177982,11.655802,Unknown value,0.0,,Pleasure,5.0,13.0,2026-09-05 12:01:21
219035157,05/09/2026 12:00:43,54.95428,12.462827,Unknown value,0.0,238.3,Pleasure,5.0,17.0,2026-09-05 12:00:43
219035231,05/09/2026 12:05:01,56.125567,12.3134,Unknown value,0.0,171.7,Pleasure,2.0,6.0,2026-09-05 12:05:01
219035253,05/09/2026 12:00:46,56.125872,12.310188,Unknown value,0.0,,Pleasure,4.0,10.0,2026-09-05 12:00:46
219035318,05/09/2026 12:02:06,55.688557,12.617485,Unknown value,0.1,312.6,Sailing,,,2026-09-05 12:02:06
219035348,05/09/2026 12:00:42,55.716535,12.588662,Unknown value,0.0,,Pleasure,,,2026-09-05 12:00:42
219035468,05/09/2026 12:01:39,55.097648,10.230312,Unknown value,0.0,32.5,Sailing,4.0,14.0,2026-09-05 12:01:39
219035494,05/09/2026 12:00:56,55.197848,11.746123,Unknown value,0.0,345.1,Pleasure,3.0,9.0,2026-09-05 12:00:56
219035495,05/09/2026 12:02:29,55.912708,11.671503,Unknown value,0.1,,Pleasure,4.0,7.0,2026-09-05 12:02:29
219035504,05/09/2026 12:02:59,55.328048,11.131328,Unknown value,0.0,320.2,Pleasure,4.0,11.0,2026-09-05 12:02:59
219035527,05/09/2026 12:01:29,55.071938,10.217857,Unknown value,0.0,,Pleasure,,,2026-09-05 12:01:29
219035545,05/09/2026 12:02:38,55.206362,11.718775,Unknown value,0.0,,Pleasure,3.0,9.0,2026-09-05 12:02:38
